# Friendly names for server settings. Pipe-separated; edit freely, then run: python catalog/build_catalog.py
# target      = server-game or server-login
# file        = path under config/ exactly as on disk
# key         = the real setting name in the file (never change this column)
# name        = what the config manager shows
# unit        = optional unit shown beside the value (×, %, seconds, ms, minutes, hours, days, adena, ...)
# description = optional; replaces the file's own comment when the comment is unhelpful
target|file|key|name|unit|description
server-game|Custom/FakePlayers.ini|EnableFakePlayers|Enable Mobius fake players||These are Mobius's built-in fake players, separate from L2Everdream's sims.
server-game|Custom/FakePlayers.ini|FakePlayerChat|Fake players chat||
server-game|Custom/FakePlayers.ini|FakePlayerUseShots|Fake players use soulshots||
server-game|Custom/FakePlayers.ini|FakePlayerKillsRewardPvP|Killing fake players counts as PvP||
server-game|Custom/FakePlayers.ini|FakePlayerUnflaggedKillsKarma|Killing unflagged fake players gives karma||
server-game|Custom/FakePlayers.ini|FakePlayerAutoAttackable|Fake players can be attacked without Ctrl||
server-game|Custom/FakePlayers.ini|FakePlayerAggroMonsters|Fake players attack monsters||
server-game|Custom/FakePlayers.ini|FakePlayerAggroPlayers|Fake players attack players||
server-game|Custom/FakePlayers.ini|FakePlayerAggroFPC|Fake players attack each other||
server-game|Custom/FakePlayers.ini|FakePlayerCanDropItems|Fake players drop items||
server-game|Custom/FakePlayers.ini|FakePlayerCanPickup|Fake players pick up items||
server-game|Custom/FindPvP.ini|EnableFindPvP|Enable the "find PvP" teleport||
server-game|Custom/FreeMounts.ini|EnableFreeStrider|Free strider for everyone||
server-game|Custom/FreeMounts.ini|EnableFreeWyvern|Free wyvern for everyone||
server-game|Custom/MerchantZeroSellPrice.ini|MerchantZeroSellPrice|NPC shops pay nothing for items||
server-game|Custom/MultilingualSupport.ini|MultiLangEnable|Multiple languages for NPC dialogs||
server-game|Custom/MultilingualSupport.ini|MultiLangDefault|Default language||
server-game|Custom/MultilingualSupport.ini|MultiLangAllowed|Available languages||
server-game|Custom/MultilingualSupport.ini|MultiLangVoiceCommand|Let players pick a language with .lang||
server-game|Custom/OfflinePlay.ini|EnableOfflinePlayCommand|Enable offline auto play (.offlineplay)||
server-game|Custom/OfflinePlay.ini|RestoreAutoPlayOffliners|Resume offline auto play after a restart||
server-game|Custom/OfflinePlay.ini|OfflinePlayPremium|Offline auto play is premium-only||
server-game|Custom/OfflinePlay.ini|OfflinePlayLogoutOnDeath|Log offline characters out when they die||
server-game|Custom/OfflinePlay.ini|OfflinePlayDisconnectSameAccount|Stop offline play when the account logs in||
server-game|Custom/OfflinePlay.ini|OfflinePlayLoginMessage|Offline auto play login message||
server-game|Custom/OfflinePlay.ini|OfflinePlaySetNameColor|Color the names of offline players||
server-game|Custom/OfflinePlay.ini|OfflinePlayNameColor|Offline player name color||Hex color, e.g. 808080.
server-game|Custom/OfflinePlay.ini|OfflinePlayAbnormalEffect|Visual effect on offline players||
server-game|Custom/OfflineTrade.ini|OfflineTradeEnable|Private stores stay open after logout||
server-game|Custom/OfflineTrade.ini|OfflineCraftEnable|Private workshops stay open after logout||
server-game|Custom/OfflineTrade.ini|OfflineModeInPeaceZone|Only in peace zones||
server-game|Custom/OfflineTrade.ini|OfflineModeNoDamage|Offline traders can't be hurt||
server-game|Custom/OfflineTrade.ini|OfflineSetNameColor|Color the names of offline traders||
server-game|Custom/OfflineTrade.ini|OfflineNameColor|Offline trader name color||Hex color, e.g. 808080.
server-game|Custom/OfflineTrade.ini|OfflineFame|Offline traders earn fame||
server-game|Custom/OfflineTrade.ini|RestoreOffliners|Reopen offline stores after a restart||
server-game|Custom/OfflineTrade.ini|OfflineMaxDays|Close offline stores after|days|0 = never.
server-game|Custom/OfflineTrade.ini|OfflineDisconnectFinished|Log out traders who sold everything||
server-game|Custom/OfflineTrade.ini|OfflineDisconnectSameAccount|Close offline stores when the account logs in||
server-game|Custom/OfflineTrade.ini|StoreOfflineTradeInRealtime|Save offline stores immediately||
server-game|Custom/OfflineTrade.ini|EnableOfflineCommand|Enable the .offline command||
server-game|Custom/OfflineTrade.ini|OfflineAbnormalEffect|Visual effect on offline traders||
server-game|Custom/OnlineInfo.ini|EnableOnlineCommand|Enable the .online command||
server-game|Custom/PasswordChange.ini|AllowChangePassword|Allow .changepassword||
server-game|Custom/PremiumSystem.ini|EnablePremiumSystem|Enable premium accounts||
server-game|Custom/PremiumSystem.ini|PcCafeEnabled|Enable PC Café points||The client also needs UsePCBangPoint=true in l2.ini.
server-game|Custom/PremiumSystem.ini|PcCafeRetailLike|Retail-like PC Café points||
server-game|Custom/PremiumSystem.ini|PcCafeRewardTime|PC Café points every|ms|
server-game|Custom/PremiumSystem.ini|PcCafeOnlyPremium|PC Café points for premium only||
server-game|Custom/PremiumSystem.ini|MaxPcCafePoints|Most PC Café points||
server-game|Custom/PremiumSystem.ini|AcquisitionPointsRetailLikePoints|Retail-like point amounts||
server-game|Custom/PremiumSystem.ini|AcquisitionPointsRate|Points gained|times|
server-game|Custom/PremiumSystem.ini|AcquisitionPointsRandom|Random point amounts||
server-game|Custom/PremiumSystem.ini|DoublingAcquisitionPoints|Chance to double points||
server-game|Custom/PremiumSystem.ini|DoublingAcquisitionPointsChance|Double points chance|%|
server-game|Custom/PremiumSystem.ini|RewardLowExpKills|Points for low-experience kills||
server-game|Custom/PremiumSystem.ini|RewardLowExpKillsChance|Points chance for low-experience kills|%|
server-game|Custom/PrivateStoreRange.ini|ShopMinRangeFromPlayer|Private stores must be this far from other stores||
server-game|Custom/PrivateStoreRange.ini|ShopMinRangeFromNpc|Private stores must be this far from NPCs||
server-game|Custom/PvpAnnounce.ini|AnnouncePkPvP|Announce player kills||
server-game|Custom/PvpAnnounce.ini|AnnouncePkPvPNormalMessage|Use a normal message instead of a screen message||
server-game|Custom/PvpAnnounce.ini|AnnouncePkMsg|PK announcement text||$killer and $target are replaced with names.
server-game|Custom/PvpAnnounce.ini|AnnouncePvpMsg|PvP announcement text||$killer and $target are replaced with names.
server-game|Custom/PvpRewardItem.ini|RewardPvpItem|Reward PvP kills with an item||
server-game|Custom/PvpRewardItem.ini|RewardPvpItemId|PvP reward item ID||
server-game|Custom/PvpRewardItem.ini|RewardPvpItemAmount|PvP reward amount||
server-game|Custom/PvpRewardItem.ini|RewardPvpItemMessage|Tell the player about the PvP reward||
server-game|Custom/PvpRewardItem.ini|RewardPkItem|Reward PK kills with an item||
server-game|Custom/PvpRewardItem.ini|RewardPkItemId|PK reward item ID||
server-game|Custom/PvpRewardItem.ini|RewardPkItemAmount|PK reward amount||
server-game|Custom/PvpRewardItem.ini|RewardPkItemMessage|Tell the player about the PK reward||
server-game|Custom/PvpRewardItem.ini|DisableRewardsInInstances|No rewards inside instances||
server-game|Custom/PvpRewardItem.ini|DisableRewardsInPvpZones|No rewards inside PvP zones||
server-game|Custom/PvpTitleColor.ini|EnablePvPColorSystem|Color titles by PvP count||
server-game|Custom/RandomSpawns.ini|EnableRandomMonsterSpawns|Monsters spawn at random spots nearby||
server-game|Custom/RandomSpawns.ini|MaxSpawnMobRange|Random spawn distance||
server-game|Custom/RandomSpawns.ini|MobsSpawnNotRandom|Monsters that always use their exact spot||
server-game|Custom/SchemeBuffer.ini|BufferMaxSchemesPerChar|Buff schemes per character||
server-game|Custom/SchemeBuffer.ini|BufferItemId|Buffer price item ID||57 = adena.
server-game|Custom/SchemeBuffer.ini|BufferStaticCostPerBuff|Price per buff||-1 = use each buff's own price.
server-game|Custom/ScreenWelcomeMessage.ini|ScreenWelcomeMessageEnable|Show a welcome message on screen||
server-game|Custom/ScreenWelcomeMessage.ini|ScreenWelcomeMessageText|Welcome message text||
server-game|Custom/ScreenWelcomeMessage.ini|ScreenWelcomeMessageTime|Welcome message stays for|seconds|
server-game|Custom/SellBuffs.ini|SellBuffEnable|Players can sell their buffs (.sellbuffs)||
server-game|Custom/SellBuffs.ini|MpCostMultipler|MP cost of sold buffs|times|
server-game|Custom/SellBuffs.ini|PaymentID|Payment item ID||57 = adena.
server-game|Custom/SellBuffs.ini|MinimumPrice|Lowest buff price||
server-game|Custom/SellBuffs.ini|MaximumPrice|Highest buff price||
server-game|Custom/SellBuffs.ini|MaxBuffs|Most buffs in one shop||
server-game|Custom/ServerTime.ini|DisplayServerTime|Show server time on login||
server-game|Custom/Transmog.ini|TransmogEnabled|Enable transmogrification||
server-game|Custom/Transmog.ini|TransmogShareAccount|Share appearances across the account||
server-game|Custom/Transmog.ini|TransmogApplyCost|Price to apply an appearance|adena|
server-game|Custom/Transmog.ini|TransmogRemoveCost|Price to remove an appearance|adena|
server-game|Custom/Transmog.ini|TransmogBannedItemIds|Items that can't be used as appearances||
server-game|Custom/WalkerBotProtection.ini|L2WalkerProtection|Detect L2Walker bots||
server-game|Custom/WarehouseSorting.ini|EnableWarehouseSortingClan|Sorting buttons in the clan warehouse||
server-game|Custom/WarehouseSorting.ini|EnableWarehouseSortingPrivate|Sorting buttons in the private warehouse||
server-game|Custom/Wedding.ini|AllowWedding|Enable weddings||
server-game|Custom/Wedding.ini|WeddingPrice|Wedding price|adena|
server-game|Custom/Wedding.ini|WeddingPunishInfidelity|Punish cheating spouses||
server-game|Custom/Wedding.ini|WeddingTeleport|Spouses can teleport to each other||
server-game|Custom/Wedding.ini|WeddingTeleportPrice|Spouse teleport price|adena|
server-game|Custom/Wedding.ini|WeddingTeleportDuration|Spouse teleport casting time|seconds|
server-game|Custom/Wedding.ini|WeddingAllowSameSex|Allow same-sex weddings||
server-game|Custom/Wedding.ini|WeddingFormalWear|Formal wear required||
server-game|Custom/Wedding.ini|WeddingDivorceCosts|Divorce costs this share of the adena|%|
# ---------------------------------------------------------------- GrandBoss / ConquerableHallSiege / misc
server-game|ConquerableHallSiege.ini|MinClanLevel|Clan level needed to register||
server-game|ConquerableHallSiege.ini|MaxAttackers|Most attacking clans||
server-game|ConquerableHallSiege.ini|MaxFlagsPerClan|Flags per clan||
server-game|ConquerableHallSiege.ini|EnableFame|Participants earn fame||
server-game|ConquerableHallSiege.ini|FameAmount|Fame gained||
server-game|ConquerableHallSiege.ini|FameFrequency|Fame every|seconds|
server-game|Database.ini|MaximumDatabaseConnections|Database connections||
server-game|Database.ini|TestDatabaseConnections|Test database connections||
server-game|Database.ini|BackupDatabase|Back up the database on shutdown||
server-game|Database.ini|MySqlBinLocation|MySQL tools folder||
server-game|Database.ini|BackupPath|Backup folder||
server-game|Database.ini|BackupDays|Keep backups for|days|
server-game|Interface.ini|EnableGUI|Show the server window||
server-game|Interface.ini|DarkTheme|Dark server window||
server-login|Interface.ini|EnableGUI|Show the login server window||
server-login|Interface.ini|DarkTheme|Dark login server window||
# ---------------------------------------------------------------- L2Everdream additions without stock wording
server-game|Network.ini|BufferPool.Huge.Size|Security buffer pool: how many||Part of a security protection added by L2Everdream. Leave it as shipped.
server-game|Network.ini|BufferPool.Huge.BufferSize|Security buffer pool: buffer size||Part of a security protection added by L2Everdream. Leave it as shipped.
server-login|Network.ini|BufferPool.Huge.Size|Security buffer pool: how many||Part of a security protection added by L2Everdream. Leave it as shipped.
server-login|Network.ini|BufferPool.Huge.BufferSize|Security buffer pool: buffer size||Part of a security protection added by L2Everdream. Leave it as shipped.
